No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area marks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject,Peer
95,14,F,3,330,250,2,2.420486992,211,345,2,6,1005,365,2,2,273,27,2,0,0,157,1,7,1965,391,1,1,921,569,2,1,1433.642607,517,1,0,1195.167132,342,0,0,1881.538745,273,3,24.40499141,3,23.60529603,9.269186901,15,figures,algebra,triangle theory,none,history,24
96,15,F,2,91,175,2,2.706765838,441,173,2,6,598,85,2,3,399,243,1,2.194352264,2198.845048,6,1,5,2010,0,2,5,2260,416,2,1,1781.196843,75,0,4,2725,408,2,4,1684.108956,84,4,23.59541743,40,8.386342277,16.66266466,20,practicing,ratio,probability,buddhism,english,20
97,15,F,5,303,189,2,3.848669652,424,56,2,4,366,402,2,0,488,0,2,0.291647452,1008.512475,410,0,8,1339,523,2,6,1132,72,2,0,1921.511745,0,1,3,1872.042591,777,1,0,2215.978527,447,3,38.49740862,9,24.78533338,22.53876827,11,Only school lessons,algebra,triangles,sinala,english,10
98,13,F,4,115,40,1,4.377880916,134,127,2,7,289,119,2,5,1055,269,2,0,1342.721099,323,0,7,509,71,1,9,1818,660,2,3,521.5679641,0,1,1,1038.882355,826,2,3,556.5822368,262,3,41.47473943,25,8.256695467,12.92538057,20,figures,angles,geometry,none,none,24
99,15,M,4,248,206,1,3.801069075,516,145,2,11,516,15,2,8,1087,781,2,0.023404452,1063.556313,501,0,5,2036,340,2,4,1592,262,2,1,1157.521982,0,1,0,2404.485642,127,2,8,306.8551971,618,2,49.28376819,6,11.62823934,35.28650333,12,figures,ratio,roman numbers,science,sinhla,14
100,14,M,2,112,160,1,4.137053997,174,371,1,2,869,109,1,7,868,337,1,0.056565207,814.0885855,214,0,5,2036,0,2,8,1818,475,1,2,0,270,1,0,1343.344989,160,1,3,1710.559043,200,2,47.21994095,6,15.2192846,23.63183214,11,Only school lessons,angles,area,history,history,14
101,15,F,2,141,194,2,2.388659107,321,56,2,3,445,202,2,12,800,415,2,0,1325.203825,475,1,3,1091,390,2,13,641,173,2,1,2234.954133,0,1,0,1381.745959,573,2,7,2362.526685,522,3,28.47551852,Ab ,16.32897517,26.99653946,18,practicing,angles,geometry,buddhism,geography,24
102,14,M,5,177,107,2,3.976176693,417,76,2,7,160,15,2,5,1251,219,1,0,0,330,1,6,967,350,2,9,1452,657,2,0,1181.087471,455,1,1,2725,0,1,7,474.750779,489,2,29.49629781,35,23.24211513,23.82861798,17,Only school lessons,angles,volume and capacity,science,english,24
103,14,M,3,196,182,1,4.051575306,161,275,2,9,160,329,2,3,497,497,2,0.760529942,1180.863617,706,0,5,2036,234,2,13,1643,364,2,0,1429.137963,203,1,3,233.4192022,85,2,7,0,390,4,52.315608,78,21.86299091,19.51898875,18,practicing,angles,percentages,science,home science,20
104,14,M,5,153,40,2,2.419449046,310,133,2,11,267,81,2,1,1239,324,2,1.780467328,807.2440201,569,2,5,1459,109,1,4,1182,507,2,1,1330.729617,0,1,1,1171.704816,0,2,0,0,278,1,31.43504514,8,18.7085851,6.237676113,18,practicing,ratio,geometry,none,history,24
105,15,F,4,77,83,2,4.657003,402,281,2,4,245,111,2,1,750,648,1,0.747740899,1850.66631,0,2,2,1864,465,2,8,480,459,2,1,0,0,1,1,1458.298022,566,2,0,2231.291773,718,2,39.06431344,37,26.79732542,26.12321323,19,Only school lessons,angles,volume and capacity,civics,buddhism,24
106,15,M,4,75,226,1,5,623,221,2,5,388,15,2,6,826,243,2,0.062778612,0,300,2,4,1269,0,1,2,1543,612,2,2,2428,344,1,3,1644.405241,641,2,2,1945.040224,642,3,28.51224214,40,7.398249924,27.62773673,21,figures,fractions/decimals,set theory,health,english,24
107,13,M,3,71,171,2,5,548,308,1,7,291,89,2,5,1180,298,2,0,80.74494037,205,1,1,840,365,1,0,2130,72,2,2,621.7835194,722,0,1,1353.405953,583,1,0,1383.382997,243,4,57.38470077,Ab ,25.87361747,17.84737228,14,Only school lessons,ratio,probability,health,PTS,24
108,14,M,5,143,231,1,4.124689894,179,180,2,1,277,94,2,5,1245,592,2,1.484001413,781.0888946,260,0,0,931,329,2,13,1049,594,1,0,2428,672,1,3,2232.750622,149,2,3,2435,706,0,40.75660018,8,22.33053664,14.26727248,10,figures,angles,circle theory,dancing,science,14
109,15,M,5,159,80,2,2,523,56,2,5,266,141,2,5,869,474,2,0.139120045,1148.490931,295,2,1,1323,570,1,9,1472,597,2,0,579.1792207,285,1,2,2214.655094,308,2,0,91.69661274,239,1,25.34983702,5,24.72317892,8.463121394,18,Only school lessons,angles,set theory,dancing,geography,20
110,15,F,3,144,122,1,2.435893071,533,313,2,5,1212,166,2,6,505,422,2,1.902778881,1309.589789,40,2,9,1625,177,2,9,1530,425,2,1,161.1764248,111,0,2,2118.693767,68,2,3,0,547,2,51.49824243,39,22.26797326,8.736841165,15,figures,algebra,geometry,dancing,health,20
111,14,M,3,165,88,2,3.88607978,187,159,2,11,180,382,2,1,553,901,2,0,85.37850174,769,1,0,574,4,0,7,675,236,2,1,1664.97193,103,0,1,2031.083794,603,2,0,796.3743042,466,4,14.29141922,10,27.30491893,31.01923421,18,figures,ratio,volume and capacity,none,history,24
112,15,M,2,242,118,2,3.407335147,110,333,2,3,693,24,2,2,1270,1019,2,1.338072013,1699.819419,283,2,9,195,395,2,13,2405,690,2,1,2194.527079,0,1,4,420.7837968,734,1,1,868.7329362,44,2,45.48500186,40,28.5,14.9871005,17,figures,angles,simultaneous equations,maths,buddhism,20
113,14,F,4,320,161,2,2,200,265,2,6,268,214,2,0,418,302,2,0.779662962,1888.007848,390,2,9,1200,398,2,6,2030,323,2,2,0,255,1,2,1930.829837,73,2,0,415.0410529,160,2,53.29641524,69,21.05736047,13.35313217,17,figures,algebra,set theory,english,home science,10
114,15,M,5,270,182,1,4.364895348,423,479,2,4,668,91,2,0,858,106,2,0.975044371,2210,651,2,11,521,186,2,7,800,72,1,0,825.8454062,551,1,1,1577.522658,405,2,1,487.6849406,428,3,36.01053155,37,9.855156733,17.12309322,19,practicing,algebra,triangles,english,none,10
115,15,M,3,161,77,2,3.327318398,149,216,2,5,937,233,2,7,1063,649,2,0.864431924,1632.688634,384,2,1,1749,0,2,13,736,534,2,0,0,0,1,3,2725,0,0,3,2380.212356,97,3,28.18614572,9,14.72471772,15.15630525,11,figures,angles,geometry,none,tamil,20
116,14,M,5,175,141,2,3.218455646,193,56,2,4,185,171,2,4,803,434,2,2.183747656,1811.699529,488,2,8,1429,333,1,11,1940,258,2,0,242.7424195,499,1,2,2439.492238,609,2,8,617.1908014,251,1,51.34133612,15,15.29284906,9.442211455,11,figures,angles,none,english,health,20
117,15,F,5,274,162,2,4.054414634,206,174,2,10,569,47,1,12,489,558,2,0,1037.709286,0,2,10,1608,170,2,6,350,201,2,1,487.6388607,0,1,0,1369.232961,0,2,7,1683.062336,241,3,32.91893359,Ab,17.50190833,7.286110516,13,Only school lessons,fractions/decimals,triangles,buddhism,buddhism,24
118,14,M,3,231,126,2,5,649,56,2,6,636,114,2,6,445,232,1,0.860817884,920.5307267,539,2,2,1362,555,0,13,734,645,2,0,1871.145924,635,1,2,2488.284874,0,1,4,2435,309,2,41.09618559,23,14.97853904,25.13206355,16,Only school lessons,angles,probability,civics,health,20
119,15,M,2,96,204,2,2.380604729,360,56,2,5,414,87,2,2,874,34,2,0,1991.878206,199,0,0,683,226,1,5,2031,140,2,0,594.2899837,0,1,5,2078.391846,1261,2,2,1828.382598,329,1,38.29176575,28,19.2999401,26.16756023,18,figures,ratio,set theory,buddhism,PTS,24
120,14,M,2,40,140,2,3.45375684,151,284,2,6,325,233,2,3,856,182,2,0.561819796,271.7563525,838,1,3,731,629,0,13,1307,360,2,1,2428,371,1,1,1617.291023,864,2,0,2338.300752,561,2,43.43025755,3,28.5,20.58796819,13,figures,angles,triangle theory,buddhism,geography,24
121,15,M,2,301,112,2,2.944389859,412,79,2,9,233,341,2,0,506,719,2,0,300.5476662,245,1,6,790,264,2,13,2431,451,2,1,1292.115111,0,1,1,1692.678427,541,1,1,2121.07029,410,3,12.128331,10,18.54315826,22.67652877,20,practicing,angles,volume and capacity,none,PTS,10
122,14,M,3,84,186,2,4.234311912,361,139,2,7,160,93,2,3,441,434,0,0,1147.424898,0,0,2,1112,251,1,6,1352,379,2,0,434.7067753,211,1,1,848.8844802,0,2,0,332.4219896,557,4,32.68126641,78,8.471062324,35.77602978,21,Only school lessons,ratio,simultaneous equations,health,health,24
123,15,M,3,138,65,2,4.160405566,336,178,2,2,558,486,2,4,622,140,2,0.540938906,1022.218316,0,1,4,1836,653,0,0,1672,137,2,2,2028.310618,844,0,3,2253.632052,683,1,10,1768.401868,239,2,36.35941574,25,18.57647551,18.2891683,17,figures,probability,probability,sinala,history,10
124,15,M,4,85,195,2,4.177807319,246,237,2,6,1019,143,2,6,299,500,2,0,1517.767257,593,1,1,196,0,1,13,988,97,2,0,1789.239198,93,1,3,2485.054959,0,2,5,2435,409,3,26.39649004,23,18.9461924,31.85988413,21,figures,angles,fractions,civics,buddhism,24
125,15,F,3,258,145,2,2,615,394,2,0,193,376,2,5,1224,396,2,1.10794329,2210,441,2,5,537,32,1,2,592,297,1,1,492.8606538,743,1,3,2725,1399,1,4,0,0,4,6,3,19.99927481,19.91849221,14,figures,fractions/decimals,geometry,home science,history,10
126,14,M,4,278,263,2,3.26728573,530,508,2,3,160,227,2,4,434,849,2,0,1120.689841,602,2,2,1554,19,1,7,624,72,2,1,0,365,1,2,1679.004065,0,1,6,860.4501047,379,0,49.19590763,10,15.21726987,7.503443905,18,figures,angles,volume and capacity,science,geography,24
127,15,F,4,76,50,1,2.247205252,558,179,2,5,222,279,2,0,61,705,1,1.082980901,0,332,2,0,1036,123,2,3,1959,185,2,2,1919.876574,95,1,2,1632.050047,570,2,3,2262.446097,368,3,14.78412082,3,20.78278821,24.72719292,18,Only school lessons,ratio,simultaneous equations,health,history,10
128,14,F,3,125,79,1,3.135835514,343,253,2,9,478,349,2,2,356,555,2,0.699743541,766.9085441,0,1,10,426,147,2,13,1566,516,2,0,0,0,1,0,1677.926942,0,2,0,2435,324,4,47.63652073,69,9.915931339,19.91024,20,practicing,angles,decimals,none,PTS,20
129,14,M,3,43,177,2,2,201,134,2,11,466,89,2,5,240,791,2,0.860656479,661.8903026,768,1,5,577,0,1,4,1978,663,2,2,2285.463301,31,1,2,2148.484481,0,1,8,0,279,3,22.71847313,39,11.54741139,30.42341052,13,Only school lessons,ratio,triangles,civics,science,24
130,13,M,2,157,207,2,4.107842014,277,306,2,7,575,165,2,11,162,323,2,0,624.7632898,310,2,6,1614,241,2,5,834,72,2,3,1036.620666,4,1,2,1994.009483,572,2,0,1997.367341,175,2,37.04957526,23,26.08862032,35.90956858,18,figures,fractions/decimals,set theory,maths,science,24
131,14,M,5,219,309,2,2,329,56,2,7,373,110,2,5,1490,543,2,0.405550506,864.6999064,345,2,9,428,406,2,10,1615,72,2,0,1371.567344,517,1,4,1804.55914,944,0,5,213.4481346,510,4,53.23777896,25,22.14320766,22.25369954,14,figures,angles,triangle theory,home science,buddhism,20
132,14,M,2,205,171,2,4.398159053,244,386,2,5,913,112,1,6,813,1183,2,0.455578607,496.5106987,299,2,7,1293,446,2,4,522,327,2,1,0,236,0,0,1693.99309,848,2,0,2304.862692,252,1,56.15957407,3,23.65208636,5.599399837,21,figures,algebra,decimals,none,history,14
133,15,F,5,165,244,2,3.149012293,137,56,2,6,469,207,2,5,634,792,1,1.284665102,879.6410797,660,1,1,579,64,2,13,1874,550,2,0,1479.518327,172,1,0,536.5753717,396,0,1,1946.244143,28,2,62.02114108,42,21.6310173,21.89682101,15,figures,angles,area,history,geography,20
134,14,F,3,205,224,2,3.546952858,548,372,2,10,234,349,2,1,522,321,1,0.188984136,82.09908268,332,0,0,1228,0,2,12,1867,468,1,1,1258.615448,0,1,4,1889.803032,792,2,3,2400.599111,453,2,27.1926229,Ab ,13.50211894,30.28210259,16,figures,angles,fractions,civics,sinhla,14
135,14,F,4,137,333,2,3.484769401,514,56,2,9,512,348,2,3,381,0,2,1.165106357,1190.863056,0,1,10,1470,0,2,8,2431,399,2,0,2428,963,1,0,2725,21,2,5,1287.197719,167,0,38.73306213,2,20.44885657,3,10,figures,algebra,area,science,geography,20
136,14,M,5,40,188,2,2.723755137,251,56,2,2,340,110,2,5,611,7,1,0.372179949,1524.968578,0,1,8,1432,218,2,2,2431,449,2,0,187.9602994,0,1,2,1970.540656,0,0,0,1839.62264,159,0,62.5,9,17.49785416,35.10737697,21,Only school lessons,algebra,fractions,ict,health,20
137,15,F,3,190,156,2,3.03613122,400,342,2,7,785,157,2,5,1058,602,2,0.19595153,2210,280,2,4,1183,461,1,9,1206,238,2,1,1869.896979,422,1,2,2725,753,1,4,1562.229278,448,0,9.440186502,7,14.64975598,17.78158054,16,Only school lessons,angles,simultaneous equations,sinhala,buddhism,24
138,13,M,4,56,199,2,3.702152929,335,238,2,7,317,133,2,5,197,186,1,0.516313957,857.1813169,69,2,1,884,0,2,11,915,336,1,0,2290.420202,182,1,0,1304.936405,0,2,3,1374.534757,151,3,54.38039753,37,26.49697749,23.49588523,16,figures,angles,circle theory,dancing,sinhla,20
139,13,M,5,291,203,2,3.534573327,404,370,2,8,631,378,1,0,1240,929,1,0.625051062,1089.357573,139,1,2,1715,609,2,1,1294,966,2,0,1144.488957,403,1,0,1827.605568,88,2,5,1234.354882,0,0,49.41248136,25,24.0955225,20.4466987,15,Only school lessons,ratio,triangles,ict,none,10
140,14,M,4,206,100,2,2.092265664,110,131,2,6,160,286,2,8,970,0,2,0.870852774,0,208,1,1,1579,242,2,6,2173,72,2,1,1815.234503,210,1,2,2494.575794,532,2,5,1834.145035,428,2,53.17033248,69,28.5,32.07295636,17,figures,fractions/decimals,volume and capacity,dancing,history,24
141,15,M,4,78,188,2,3.979140093,562,133,2,3,318,91,2,6,892,444,2,1.146725801,0,569,2,6,352,383,2,11,1238,580,2,2,0,481,1,1,1771.649763,21,2,0,1433.656598,613,0,35.43085968,78,23.99620102,10.46602109,18,practicing,angles,roman numbers,health,home science,24
142,15,F,3,173,112,2,2.759445829,193,273,2,3,414,215,2,0,1446,26,2,0,1020.243537,535,2,5,0,119,1,13,1226,937,2,0,1931.686807,0,0,3,0,376,2,7,2435,9,3,32.47521334,3,9.700423889,19.06733816,16,figures,angles,probability,science,PTS,10
143,13,M,3,332,198,2,3.661479188,508,189,2,9,611,106,1,4,1380,51,0,1.026384402,595.3404959,352,0,7,1937,384,1,7,2221,328,1,0,2129.858154,237,1,2,1959.13898,725,2,2,1833.407865,74,3,31.33730957,28,17.04483488,25.58720489,15,figures,ratio,simultaneous equations,civics,science,20
144,15,F,5,40,231,2,2,522,174,2,7,346,261,2,8,1232,352,2,0.66886595,1773.401242,330,2,3,1229,16,1,6,1573,159,2,0,1608.872352,20,1,0,503.1481645,0,1,7,672.8873929,653,2,48.94635796,23,10.17433759,24.76782962,20,figures,fractions/decimals,simultaneous equations,history,sinhla,20
145,14,M,5,202,133,2,3.253028785,510,56,2,10,400,128,2,1,1175,671,2,0.304975211,1446.387103,386,1,10,1822,433,2,5,710,349,2,0,2428,524,0,1,1731.603335,0,2,2,21.19081389,700,2,27.91945387,78,28.5,12.49241931,16,practicing,ratio,volume and capacity,none,none,20
146,13,M,3,140,281,2,4.157561358,337,337,2,10,255,302,2,8,1584,0,1,1.615832854,58.08029509,897,1,7,0,0,2,9,1183,322,2,1,1130.76001,341,1,0,1344.552225,0,2,7,994.3468692,652,1,49.94093304,40,28.5,18.14585952,12,figures,ratio,roman numbers,home science,home science,14
147,15,M,2,174,265,2,3.509946647,426,420,2,7,290,305,1,2,1322,0,1,0.304295394,508.0397742,219,2,0,958,69,1,5,990,465,2,2,949.8542086,0,1,2,1879.824589,891,1,4,1703.104482,202,2,54.7027229,35,9.020397537,25.31004171,18,practicing,ratio,percentages,health,home science,14
148,14,M,4,40,132,2,3.719683536,110,99,2,10,455,28,2,7,685,651,2,0,945.5782326,30,2,5,1980,144,1,8,0,324,2,0,2428,0,1,1,1157.213179,581,1,5,1643.916046,221,3,35.49970265,20,25.53882138,26.17971764,12,figures,ratio,none,health,none,24
149,14,F,4,206,98,2,4.573677708,452,294,2,4,160,271,2,0,1090,731,2,0.537618463,0,15,1,10,1272,597,1,9,793,326,2,0,2428,667,1,0,2436.377232,550,0,5,0,385,1,22.1840492,39,15.31660478,19.0099065,21,Only school lessons,algebra,probability,buddhism,maths,10
150,14,F,5,122,102,2,3.298189425,282,365,2,5,836,263,2,3,1335,1162,1,0.169212383,108.4312529,130,2,7,0,292,1,2,1841,549,2,2,758.673661,228,1,1,2110.76168,161,1,2,380.0770967,154,3,54.74157579,5,25.12381671,32.86826454,21,practicing,algebra,none,health,tamil,24
151,14,M,5,254,100,1,3.014587235,320,283,2,11,576,169,2,8,1191,632,2,0.915877618,870.8846339,0,2,1,927,393,2,9,1063,138,2,0,2140.932059,454,1,3,1648.94195,978,2,0,2435,223,2,18.07281106,28,16.7401371,17.64705869,12,Only school lessons,ratio,triangles,english,health,20
152,14,M,3,197,128,1,3.84753056,401,56,2,4,703,162,2,8,870,391,1,0.675359606,0,230,1,1,629,360,2,0,2170,429,2,0,1040.041312,183,1,0,1927.659986,0,1,2,889.9945375,150,1,53.70023373,10,20.70619199,34.01554931,20,practicing,fractions/decimals,triangles,ict,geography,10
153,15,M,3,182,154,2,3.711985414,427,271,2,1,873,218,2,2,696,295,2,0.563176414,427.4170864,262,0,9,534,151,1,4,813,417,2,1,1046.977201,710,1,4,2191.683139,704,2,2,96.12153111,460,3,62.5,40,10.01813756,27.27782696,11,Only school lessons,algebra,volume and capacity,history,tamil,24
154,13,F,4,182,208,1,4.963974563,452,389,2,1,873,121,2,0,843,0,2,0.864276858,755.9483953,41,1,3,0,485,2,1,2304,104,2,0,549.6365438,514,1,0,1172.496379,0,1,4,1225.942902,341,2,17.62767188,15,26.36263881,20.98182055,14,figures,perimeter,area,science,none,10
155,14,M,3,86,310,2,4.16594846,358,57,2,8,165,298,2,12,952,242,1,0,964.792444,527,2,2,856,471,1,10,1217,643,2,3,773.4209082,399,1,6,231.370454,524,2,6,574.0596719,408,4,42.13984547,9,15.99627383,17.5538698,14,figures,fractions/decimals,probability,science,tamil,24
156,15,M,4,77,40,1,2,156,210,2,9,160,90,1,4,839,373,1,0.823848659,589.5885146,570,1,12,1931,488,1,6,1021,385,2,1,1656.692434,149,1,2,2305.469104,312,2,0,1941.288714,0,2,49.90616043,40,27.52939832,8.3251916,19,figures,algebra,circle theory,english,health,24
157,14,M,2,138,90,2,3.710160568,110,410,1,6,514,162,1,0,522,217,2,0,712.9920356,131,2,3,1760,661,0,0,1644,238,2,1,2181.836186,75,1,5,1393.281005,346,1,0,1983.430883,353,2,35.56683561,69,21.70970012,28.28225196,13,Only school lessons,ratio,triangles,maths,health,10
158,14,M,4,110,216,2,3.954141025,544,56,2,5,751,350,2,6,350,0,2,0,668.1715315,645,2,4,1571,47,2,9,1929,277,2,1,0,35,1,0,1291.732457,517,2,2,2435,141,1,7.751271219,35,2,19.05526305,16,Only school lessons,angles,percentages,home science,maths,24
159,15,M,2,40,238,2,4.06177333,319,368,2,4,932,273,2,3,926,0,2,0,223.7154142,511,1,5,542,42,2,6,1321,72,2,2,315.612072,52,0,3,2725,934,2,3,1015.794031,0,0,24.07324812,8,28.5,14.62414999,18,Only school lessons,angles,decimals,english,maths,24
160,14,M,3,120,112,2,3.571503808,413,135,2,8,613,189,2,7,162,522,2,0.554671939,739.6249845,314,2,1,2036,0,1,11,789,407,2,3,428.8462936,444,1,1,1283.334454,0,1,2,977.9956092,505,3,31.9508584,69,13.88835395,26.6239728,18,figures,angles,decimals,science,maths,24
161,15,M,3,84,198,2,2.767009179,280,56,2,6,374,307,2,7,1225,397,2,0,1823.791211,175,2,4,558,0,1,6,2408,870,2,1,0,353,1,3,2706.930527,26,2,4,322.618593,529,3,43.70074518,15,19.03129707,13.44146907,16,figures,fractions/decimals,roman numbers,health,english,24
162,14,M,5,227,90,2,3.80620432,343,344,2,4,427,218,2,7,1124,362,2,0,1205.545336,926,2,10,1428,160,2,2,1769,791,2,2,2361.267558,0,1,0,1061.988351,0,2,6,201.7747549,43,1,13.63842668,2,8.104675169,32.62983236,16,figures,algebra,circle theory,health,home science,24
163,14,F,3,219,198,1,3.300845386,420,131,2,4,296,449,1,7,967,581,2,0,925.3821941,362,1,5,1543,145,1,8,2270,72,2,2,926.8413164,605,0,2,2327.671472,323,1,0,360.3674374,400,2,44.24531423,10,13.27129697,20.24442518,13,Only school lessons,angles,probability,sinala,none,24
164,14,M,5,204,208,1,2,335,311,2,5,636,484,2,5,1041,0,1,0.220766888,1881.431358,137,2,7,696,386,1,7,1602,451,2,0,1571.080678,135,1,1,1326.305963,178,2,5,400.3592719,403,1,26.87328378,3,9.286833783,31.50824637,18,Only school lessons,algebra,triangles,dancing,sinhla,20
165,15,M,3,118,190,1,3.373681616,554,418,2,4,398,238,1,0,991,0,2,0.183439148,1258.838263,248,1,0,2036,473,2,13,2064,343,2,0,1414.184703,416,0,0,1534.512321,830,2,10,1043.794501,370,2,33.38018378,15,26.71234815,3,17,figures,angles,none,science,home science,10
166,15,M,4,223,40,1,4.163313262,326,304,2,2,457,141,2,3,1375,575,1,1.538492188,1347.916811,922,1,1,2036,467,1,12,1288,414,2,0,2428,622,1,2,1211.190708,0,2,6,2025.309076,351,2,29.92475216,10,16.05699174,3,16,Only school lessons,angles,simultaneous equations,home science,history,20
167,14,F,4,40,196,2,4.708478275,470,212,2,8,585,291,2,1,449,237,2,0,497.4026328,0,2,10,265,258,2,13,2411,191,2,0,923.9951126,931,1,4,2079.934541,520,1,0,610.7025614,362,4,38.46338327,7,22.79267607,16.59957504,14,practicing,angles,circle theory,civics,tamil,24
168,13,M,3,172,185,2,3.64154502,110,56,2,6,372,283,2,3,0,433,2,0.901490401,2021.725837,161,2,5,106,398,1,2,1811,489,2,2,335.9400803,529,1,0,2087.641014,71,2,10,0,70,1,33.68974945,20,19.54612512,4.157132647,20,figures,probability,circle theory,maths,sinhla,14
169,14,M,4,139,143,2,2.983643309,110,191,2,5,301,221,2,0,655,516,1,0,1780.57082,90,2,2,295,453,2,0,2239,328,2,1,0,119,1,4,1684.08207,0,2,1,2031.596067,418,3,45.01658099,25,2,19.78479289,13,practicing,ratio,percentages,health,maths,10
170,15,M,3,65,92,2,2,426,80,2,4,306,245,2,1,924,0,2,0.406463898,1323.065043,466,2,1,1153,415,1,8,1519,72,2,0,151.8244467,0,1,0,2725,635,1,0,2228.602863,429,3,26.18832358,40,21.26517411,13.29806085,20,Only school lessons,angles,simultaneous equations,dancing,tamil,20
171,15,F,3,100,172,2,2.932423445,404,228,2,0,207,179,2,6,1123,401,2,0.848393349,1350.898502,294,2,4,2036,0,1,5,1952,72,2,0,442.8244946,378,0,1,1359.759231,327,2,3,2316.550436,229,0,44.39890873,37,7.390932211,4.579455612,15,Only school lessons,fractions/decimals,circle theory,ict,health,10
172,15,F,4,40,200,2,2.103349601,209,239,2,7,471,15,2,0,1084,284,1,0.040290921,740.9709646,116,2,5,2036,566,2,4,643,306,2,3,671.158693,414,1,3,1182.256085,349,2,3,2435,496,3,19.36836491,7,14.58855622,7.4614853,21,figures,ratio,set theory,science,health,10
173,14,M,3,216,85,2,2,110,56,2,8,353,225,2,2,885,573,1,0.497373265,45.59066521,267,1,1,942,206,0,4,1943,113,2,1,276.5728394,45,0,2,2009.78839,0,2,5,1304.776504,0,4,25.81917351,28,18.90692558,16.12603988,12,practicing,ratio,triangle theory,sinala,english,24
174,14,M,2,183,164,2,2,110,56,2,7,407,66,2,4,888,385,2,0,1857.571898,32,2,2,486,37,1,2,1288,322,2,1,1.076296521,451,1,3,540.3621768,570,2,3,869.319868,329,2,16.66718967,42,26.05712973,17.00475786,16,practicing,ratio,circle theory,home science,sinhla,24
175,14,F,3,165,276,2,3.150380744,535,244,2,5,207,124,2,3,1596,202,1,0.614124352,809.5731766,126,2,3,1569,314,2,9,2228,403,2,1,482.3012961,328,1,1,2317.377733,138,1,3,0,501,1,17.70300179,39,17.22430018,3.492198064,12,Only school lessons,angles,probability,history,history,24
176,14,M,4,122,125,2,2.067389077,169,233,1,10,456,117,2,1,950,534,2,1.309076248,1231.888541,219,2,3,2036,457,2,10,2431,345,2,2,1956.29797,218,1,0,1710.650684,0,1,0,0,267,4,43.25125918,42,20.35841597,3,21,Only school lessons,ratio,percentages,health,PTS,14
177,15,M,3,334,40,2,3.717291382,345,374,2,3,623,153,2,1,826,400,2,0,2013.064799,0,2,8,1019,815,1,13,886,633,2,0,0,86,1,0,1484.792951,542,1,6,2435,79,1,39.54870197,20,14.59250347,26.41239835,21,Only school lessons,angles,set theory,buddhism,buddhism,24
178,15,M,3,40,229,2,3.885597653,110,56,2,11,610,162,2,3,996,0,1,2.063931349,496.6855299,396,0,6,2016,313,2,8,1297,325,1,2,2112.704159,268,1,1,2593.443445,366,2,4,1847.28698,98,3,15.78629596,5,17.91416397,10.08986954,15,Only school lessons,ratio,circle theory,dancing,home science,14
